iso;Country;KICKOFF_TRACKERID;type;description;comment;likelihood;impact;risktreatment;mitigationMeasure
NGA;Nigeria;369;assumption;"Agencies have common agenda to move towards
sustainable energy options";;;;;
NGA;Nigeria;369;assumption;Agencies have common ICT platforms;;;;;
NGA;Nigeria;369;assumption;Agencies have common providers for internet services;;;;;
NGA;Nigeria;369;assumption;"Agencies have common telecommunication
platforms";;;;;
NGA;Nigeria;369;assumption;Agencies have common telecommunications platforms;;;;;
NGA;Nigeria;369;assumption;Agencies have similar training needs;;;;;
NGA;Nigeria;369;assumption;Agencies require similar positions to be filled at the same time;;;;;
NGA;Nigeria;369;assumption;Availability of facilitators to conduct trainings.;;;;;
NGA;Nigeria;369;assumption;Capacity building requirements occur at similar times for different agencies;;;;;
NGA;Nigeria;369;assumption;Consultants on the roster have the requisite capacity.;;;;;
NGA;Nigeria;369;assumption;Consultants’ details are verified by agencies.;;;;;
NGA;Nigeria;369;assumption;Contractors deliver on time;;;;;
NGA;Nigeria;369;assumption;Different technology platforms operated by different agencies can harmonize.;;;;;
NGA;Nigeria;369;assumption;"DSA rates can be harmonized for existing positions
and locations within Nigeria";;;;;
NGA;Nigeria;369;assumption;Funds available to complete remodeling works;;;;;
NGA;Nigeria;369;assumption;Kit captures all information for all agencies.;;;;;
NGA;Nigeria;369;assumption;The cost of new energy options is more cost-effective;;;;;
NGA;Nigeria;369;assumption;Travel agents on the database provide competitive rates and quality service;;;;;
NGA;Nigeria;369;assumption;UN staff can openly declare need for counselling services;;;;;
NGA;Nigeria;369;assumption;UN staff have counselling needs.;;;;;
NGA;Nigeria;369;assumption;"UN staff participate in the UN Cares Programme in
Nigeria.";;;;;
NGA;Nigeria;369;assumption;UN staff take part in the survey.;;;;;
MKD;North Macedonia;370;assumption;Monitoring COVID19 situation and adjust plan and approach if needed.;;;;;
MKD;North Macedonia;370;assumption;UN  HQ level  synchronize their polices. At CO level, UN adjust joint activities to match internal p;;;;;
MKD;North Macedonia;370;assumption;UN Agencies pro-actively and equally participate in all OMT activities as part of regular duties;;;;;
MKD;North Macedonia;370;assumption;UNCT to promote active participation of SMs in their agencies in implementation of BOS. Ensuring fun;;;;;
PAK;Pakistan;371;assumption;Admin: Common Radio: Natural disaster - floods, earthquake;;;;;
PAK;Pakistan;371;assumption;Finance: Macro Assessment: Commitment from government to finalize the latest PFM;;;;;
PAK;Pakistan;371;assumption;Finance: Micro Assessment: Less number of common partners in respective programme area;;;;;
PAK;Pakistan;371;assumption;HR: Mapping of talents (PWDs): Lack of support from programme colleagues;;;;;
PAK;Pakistan;371;assumption;Procurement: Database for LTAs: Agencies do not provide the data of established LTAs;;;;;
PAN;Panama;372;assumption;Acuerdos diferenciados por agencias;;;;;
PAN;Panama;372;assumption;El costo total del servicio se ve afectado por las fluctuaciones del salario minimo.;;;;;
PAN;Panama;372;assumption;Información disponible;;;;;
PAN;Panama;372;assumption;La industria hotelera percibe a la ONU como un consumidor de alto estándar, por lo que sólo presenta;;;;;
PAN;Panama;372;assumption;La provisión del servicio de gestión de viajes es inadecuada debido a la variación abrupta de las so;;;;;
PNG;Papua New Guinea;373;assumption;All agencies continue to support the one back office initiative;;;;;
PNG;Papua New Guinea;373;assumption;Current economic conditions remain constant;;;;;
PRY;Paraguay;374;assumption;En el presente año ya no podrá utilizarse el LTA de Viajes debido al cierre de fronteras.;;;;;
PRY;Paraguay;374;assumption;ICT - Ante congestión o dificultad de acceso al servicio se proveerá una conexión backup al staff cr;;;;;
PRY;Paraguay;374;assumption;"ICT - Cualquier requerimiento que no pueda ser suministrado por el Help Desk; será realizado por una";;;;;
PRY;Paraguay;374;assumption;Leaving from the premises of any Agency and the impact at the common services and spaces.;;;;;
PRY;Paraguay;374;assumption;Standarize the procedure of electronic signature with the bank;;;;;
PER;Peru;375;assumption;Disponibilidad de fondos para financiar los procesos de licitación;;;;;
PER;Peru;375;assumption;Las agencias mantendrán su decisión de participar en los distintos procesos de servicios comunes.;;;;;
PER;Peru;375;assumption;Los equipos de Operaciones de las agencias a cargo de la ejecución de los procesos deben contar con;;;;;
MDA;Moldova;376;assumption;All agencies are committed to conduct targeted recruitment of staff from underrepresented groups;;;;;
MDA;Moldova;376;assumption;All agencies using common UN website and other online communication platforms for announcements;;;;;
MDA;Moldova;376;assumption;All participating Agencies will move from the owned printers to the rent of printers for printing ne;;;;;
MDA;Moldova;376;assumption;Approach to rent printers will support environmentally-friendly printing;;;;;
MDA;Moldova;376;assumption;Full engagement of all participating agencies in the procurement working group;;;;;
MDA;Moldova;376;assumption;Jointly organized learning events correspond to needs of UN staff;Based on internally conducted surveys areas of interest are identified.;;;;
MDA;Moldova;376;assumption;LTA is used by all interested UN Agencies;;;;;
MDA;Moldova;376;assumption;OMT and UNCT will actively engage in implementing and monitoring progress on BOS;;;;;
MDA;Moldova;376;assumption;The joined learning plan is approved yearly by UNCT;;;;;
MDA;Moldova;376;assumption;The long-term agreements allow negotiating reduced price of goods/services;;;;;
MDA;Moldova;376;assumption;UN agencies conclude LTAs for common services to satisfy the recurring demand for goods/services;;;;;
WSM;Samoa;377;assumption;Bulk/joint procurement will give greater negotiation power and price reduction instead of going indi;;;;;
WSM;Samoa;377;assumption;Common services that are already in place will continue to be demanded by UN Agencies and more Agenc;;;;;
STP;Sao Tome and Principe;378;assumption;"All UN Agencies should adhere to this initiative and actively participate in its
implementation";;;;;
STP;Sao Tome and Principe;378;assumption;Available technologies will support congruent help desk first line support service provision to all;;;;;
STP;Sao Tome and Principe;378;assumption;Change management initiatives will be utilised in breaking silos and encouraging various agencies re;;;;;
STP;Sao Tome and Principe;378;assumption;HACT in Sao Tome & Pricipe will be informed by micro assessments undertaken as scheduled;;;;;
STP;Sao Tome and Principe;378;assumption;Hardware is present and established supply chains available to support and operationalize maintenanc;;;;;
STP;Sao Tome and Principe;378;assumption;Headquarter procurement policies allow for and encourage country based joint procurement services;;;;;
STP;Sao Tome and Principe;378;assumption;In depth analysis can be carried out to understand the processes, workflows, volumes and activity le;;;;;
STP;Sao Tome and Principe;378;assumption;UN implementing partners will willingly assist with the identification of capacity development gaps;;;;;
SAU;Saudi Arabia;379;assumption;Full commitment of all UN agencies to comply with the requirements of the BOS cycle.;;;;;
SAU;Saudi Arabia;379;assumption;Full support of the UNCT , OMT and WG commitment;;;;;
SAU;Saudi Arabia;379;assumption;Some services will be added as the OMT see opportunities to work as one such as catering travel;;;;;
SEN;Senegal;380;assumption;All UN entities will support the common services activities and will use the available common servic;;;;;
SRB;Serbia;381;assumption;Political instability will not significantly affect joint UN operations;;;;;
SRB;Serbia;381;assumption;UN agencies will develop joint activities in accordance with relevant agencies' internal policies;;;;;
SRB;Serbia;381;assumption;UN agencies will manage to equally participate in all OMT activities;;;;;
SRB;Serbia;381;assumption;UNCT will ensure availability of funding for OMT/BOS;;;;;
SLE;Sierra Leone;382;assumption;All agencies will actively participate in the joint integrated web roster and Staff counselling serv;;;;;
SLE;Sierra Leone;382;assumption;All UN Agencies are able to develop better relationship and maintain cordiality with vendors;;;;;
SLE;Sierra Leone;382;assumption;All UN Agencies will actively participate in the completion of survey questionnaires.;;;;;
SLE;Sierra Leone;382;assumption;It is assumed that all UN agencies will use  the Integrated web roster and staff counselling service;;;;;
SLE;Sierra Leone;382;assumption;The integrated web roster and staff counselling services will be extended as planned in 2022 and bey;;;;;
SLE;Sierra Leone;382;assumption;Women-owned companies will be willing to participate in bidding processes for identified products an;;;;;
SLE;Sierra Leone;382;assumption;Women-owned companies will be willing to participate in bidding processes for identified products.;;;;;
SOM;Somalia;383;assumption;All agencies to cooperate and to support the BOS 2.0 platform to ensure effectiveness;;;;;
SOM;Somalia;383;assumption;OMT /UNCT to actively engage with their WG focal point ensuring participation.;;;;;
SOM;Somalia;383;assumption;Political situation impact on the BOS;;;;;
SOM;Somalia;383;assumption;UNCT to make available funds for the BOS;;;;;
ZAF;South Africa;384;assumption;Staff councillor(s), medical officer(s) and funding are available.;;;;;
SDN;Sudan;385;assumption;All UN agencies have the resources to provide the necessary inputs to the human resources survey;;;;;
SDN;Sudan;385;assumption;All UN sub-national staff will have the access necessary utilise mobile medical clinic services as p;;;;;
SDN;Sudan;385;assumption;Auction and disposal procedures are aligned and agreed across all UN agencies and comply with invent;;;;;
SDN;Sudan;385;assumption;Available technologies will support congruent help desk first line support service provision to all;;;;;
SDN;Sudan;385;assumption;Government systems support a unified approach to tax refunds and exemption;;;;;
SDN;Sudan;385;assumption;HACT in Sudan will be informed by micro assessments undertaken as scheduled;;;;;
SDN;Sudan;385;assumption;Hardware is present and established to support the operational and security telecommunication servic;;;;;
SDN;Sudan;385;assumption;Headquarter procurement policies allow for and encourage country based joint procurement services;;;;;
SDN;Sudan;385;assumption;Identified and nominated banks will be in a position to provide consistent banking services required;;;;;
SDN;Sudan;385;assumption;That all agency staff have access to web based technologies.;;;;;
SDN;Sudan;385;assumption;That all UN agencies are committed to adoption of this common service to support consultant selectio;;;;;
SDN;Sudan;385;assumption;UN implementing partners will willingly assist with the identification of capacity development gaps;;;;;
SUR;Suriname;386;assumption;COVID-19 working environment will continue into 2021. Staff would be fully adapted to the new norm o;;;;;
SUR;Suriname;386;assumption;Flexible work scheduling taking into account family circumstances;;;;;
SUR;Suriname;386;assumption;Options for counseling to stimulate mental health and to keep the team motivated;;;;;
THA;Thailand;387;assumption;Admin/Environmental sustainability: All UN agencies strive to implement the UN-wide Strategy.;;;;;
THA;Thailand;387;assumption;Admin/Hotel LTA: That as many establishments as in the past will be willing to participate.;;;;;
THA;Thailand;387;assumption;"Finance: COVID may have impact on the volume of services on the ""new normal"".";;;;;
THA;Thailand;387;assumption;HR/COVID: the response to the pandemic will continue to be needed;;;;;
THA;Thailand;387;assumption;HR/Mentoring: We established an inter-agency steering committee.;;;;;
THA;Thailand;387;assumption;ICT/Data Center: Agencies will bring in & manage their own ICT infrastructure;;;;;
THA;Thailand;387;assumption;ICT/Data Center: Less down-time of ICT services during office relocations;;;;;
THA;Thailand;387;assumption;ICT/Data Center: Participating agencies can leverage existing data center infra & amenities;;;;;
THA;Thailand;387;assumption;ICT/Internet Conn & VSAT: All Agencies will join in BOS to get maximum cost avoidance;;;;;
THA;Thailand;387;assumption;ICT/Internet Conn & VSAT: All participating agencies will join in the common infrastructure;;;;;
THA;Thailand;387;assumption;ICT/Internet Conn & VSAT: Service solution will enhance inter-agency collaboration;;;;;
THA;Thailand;387;assumption;ICT/Internet Conn & VSAT: Service solution will improve quality of service;;;;;
THA;Thailand;387;assumption;ICT/Joint ICT Infra (printing): OMT explores the possibility to expand the existing ESCAP contract;;;;;
THA;Thailand;387;assumption;ICT/Joint ICT Infrastructure (printing): Agencies will build their own printing network;;;;;
THA;Thailand;387;assumption;ICT/Landline Phone Service: Agencies can leverage existing tie line for free inter-agency calls;;;;;
THA;Thailand;387;assumption;ICT/Mobile Phone Service: Agencies can keep the same number when changing mobile providers;;;;;
THA;Thailand;387;assumption;ICT/Mobile Phone Service: Agencies will enjoy free employee-to-employee calls & UN family plan;;;;;
THA;Thailand;387;assumption;ICT/Mobile Phone Service: Agencies will enjoy reduced international call charges;;;;;
THA;Thailand;387;assumption;ICT/Mobile Phone Service: Agencies will enjoy reduced international roaming call charges;;;;;
TLS;Timor-Leste;388;assumption;UNCT fully committed to the BOS2.0 implementation;;;;;
TLS;Timor-Leste;388;assumption;Working Groups functioning;;;;;
TUN;Tunisia;389;assumption;Ce risque peut affecter la qualité de service rendu et il y a une possibilité que ce risque se produ;;;;;
TUN;Tunisia;389;assumption;Les agences du système des Nations Unies sont capables d'établir une bonne relation avec les vendeur;;;;;
TUR;Türkiye;390;assumption;Adequate financial resources will remain available and will keep supporting UN Agencies' and BOS.;;;;;
TUR;Türkiye;390;assumption;All agencies HQ will continue to support the BOS in terms of HR practices.;;;;;
TUR;Türkiye;390;assumption;The cost avoidance shall be calculated in the 2020 USD rate to avoid any fluctuation in the currency;;;;;
TUR;Türkiye;390;assumption;The COVID-19 will be over by the mid-end of 2021, so travel and events activities will increase.;;;;;
TUR;Türkiye;390;assumption;The new government regulations don't negatively affect the competition in the private market.;;;;;
TKM;Turkmenistan;391;assumption;an assumption is that staff interest to health awareness will continue to be high;;;;;
TKM;Turkmenistan;391;assumption;staff majority will support new practices leading to energy savings and less waste;;;;;
UGA;Uganda;392;assumption;Agencies are conducting joint capacity assesment of  partners;;;;;
UGA;Uganda;392;assumption;Agencies are implementing HACT;Agencies conduct micro assessment of partners  and have assurance plans;;;;
UGA;Uganda;392;assumption;All agencies are involved and cooperative;Involvement of everyone/ agencies will determine the success of this project;;;;
UGA;Uganda;392;assumption;All members are available when needed;Availability of supporting members to sit on the panels;;;;
UGA;Uganda;392;assumption;Alternative Platforms;There are alternative platforms that can serve as Central database, example UNGM & BOS Library.;;;;
UGA;Uganda;392;assumption;Availability of funding;All agencies should increase their support towards the UN medical facility to enable them serve all staff and their dependents;;;;
UGA;Uganda;392;assumption;Availability of funding for internship period;All agencies ensure to add an internship budget line to their training needs;;;;
UGA;Uganda;392;assumption;BOS Funding.;The UNCT will commits to cost-sharing up to 50% of the BOS budget.;;;;
UGA;Uganda;392;assumption;Common Banking services;There is a common banking services for UN in Uganda;;;;
UGA;Uganda;392;assumption;Document submission;If staff do submit the required documents to process or failure to update staff dependents information timely;;;;
UGA;Uganda;392;assumption;Enhanced Technical support.;The UNCT, through the RCO, hires a UNDCO trained capacity to support BOS implementation.;;;;
UGA;Uganda;392;assumption;Full participation of agencies and staff;;;;;
UGA;Uganda;392;assumption;Lack of comparators;Information will be hard to get or if they are available the information received we cannot use.;;;;
UGA;Uganda;392;assumption;Training of personnel;Personnel training in financial management  and systems;;;;
ARE;United Arab Emirates;393;assumption;Change in the UAE Tax Law which might lead to changing the process for claiming the VAT;;;;;
ARE;United Arab Emirates;393;assumption;Sufficient personnel requirement, to justify the joint recruitment and related services.;;;;;
ARE;United Arab Emirates;393;assumption;The outreach to the organizations involved with persons with disabilities and women yields high numb;;;;;
ARE;United Arab Emirates;393;assumption;UN Agencies have restrictions in sharing the existing LTAs and vendor details.;;;;;
TZA;Tanzania;394;assumption;Agencies take seriously the UN reforms and are ready to fully participate in the BOS;;;;;
TZA;Tanzania;394;assumption;Need for common helpdesk and support will remain;;;;;
TZA;Tanzania;394;assumption;Need for common platform for sharing and accessing of LTAs issued by different agencies;;;;;
TZA;Tanzania;394;assumption;Need for the data center will still remain;;;;;
TZA;Tanzania;394;assumption;Responsible agency will ensure that the roster is updated accordingly and outdated information remov;;;;;
URY;Uruguay;395;assumption;Agencies adhere to the UN reform and fully support the participation in BOS.;;;;;
URY;Uruguay;395;assumption;Funding will be available for conducting agreed activities.;;;;;
URY;Uruguay;395;assumption;OMT members fully participate in interagency activities and provide inputs timely.;;;;;
UZB;Uzbekistan;396;assumption;Banks will be motivated to bid to provide common banking services to all UN Agencies;;;;;
UZB;Uzbekistan;396;assumption;Events Management - The UN agencies conclude long-term agreements for the common service lines to sa;;;;;
UZB;Uzbekistan;396;assumption;Internet- ISPs will be sufficiently motivated by increased volume of transactions to overcome connec;;;;;
UZB;Uzbekistan;396;assumption;Loacl Transportation - Agencies sharing the common premises may share the benefits and feedback to a;;;;;
UZB;Uzbekistan;396;assumption;The establishment of the common LTA significantly reduces the administrative burden as well as the d;;;;;
UZB;Uzbekistan;396;assumption;The roster is concluded with the best service providers, ensuring buy-in from the UN agencies side.;;;;;
VNM;Viet Nam;397;assumption;Proven excellent management practices to continue;;;;;
AZE;Azerbaijan;398;assumption;Current OMT arrangement (leadership, membership, coordination and meeting frequency) is adequate;;;;;
AZE;Azerbaijan;398;assumption;Government facilitates the identification and move to new common premises;;;;;
AZE;Azerbaijan;398;assumption;UN top management at headquarters level support transition to BOS;;;;;
BRA;Brazil;399;assumption;Agencies use the LTAs.;;;;;
BRA;Brazil;399;assumption;Heads of Agencies (HoAs) ensure enough time is allocated to the development and operations of common;;;;;
BRA;Brazil;399;assumption;Investment of USD300 per license per year. Each AFP needs to calculate individual costs based on num;;;;;
BRA;Brazil;399;assumption;UN Staff will be timely informed of the new procedures;;;;;
CHN;China;400;assumption;Ensure efficient communication to carry out among all stakeholders;"The WG will have meetings regularly to review the progress of each task and adjust the feasible implementation plan.

OMT will regularly meet and discuss the implementation progress. Relevant progress and results will be timely reported to UNCT.";;;;
CHN;China;400;assumption;Follow-up sessions will ensure a good planning;The WG will have meetings regularly to review the progress of each task and adjust the feasible implementation plan.;;;;
CHN;China;400;assumption;Lack of human resources can be minimized or avoided.;Other OMT members will also share relevant resources and information with the WG to help them complete the task.;;;;
CHN;China;400;assumption;The business procedures should be concretely planned ahead;The WG will have meetings regularly to plan, review the progress of each task and adjust the feasible implementation plan.;;;;
GNB;Guinea-Bissau;401;assumption;"- Agencies use framework contracts from other UN agencies 
-Data collection is a priority across all";Improve BOS to get harmonized approached;;;;
GNB;Guinea-Bissau;401;assumption;-Agencies agree to adopt fleet management system;Needs improvement;;;;
GNB;Guinea-Bissau;401;assumption;-Agencies are willing to share cost for processing of documentation;Improve BOS to get harmonized approached;;;;
GNB;Guinea-Bissau;401;assumption;"-Agencies/UN staff agree to take part in the survey
-Results from the survey are used to enhance qua";Improve BOS to get harmonized approached;;;;
GNB;Guinea-Bissau;401;assumption;New banks can provide an alternative banking experience for UN agencies;Ecobank is providing the service;;;;
IND;India;402;assumption;ADM/IT/PWG - Active collaborative participation from all agencies;;;;;
IND;India;402;assumption;All WG - Full support from participating agencies given the efficiency reforms agenda is in play.;;;;;
IND;India;402;assumption;All WG - Most of the common services captured have been implemented. Business process improvement;;;;;
IND;India;402;assumption;All WG - Participating members likely to embed their time & contribution in respective performance a;;;;;
IND;India;402;assumption;All WG- Availability of funding;;;;;
IND;India;402;assumption;ICT WG - Monitor Technical Glitches (OMT Common Platform);;;;;
IND;India;402;assumption;PWG - Total number of future joint procurement services to remain constant as same as today.;;;;;
IDN;Indonesia;403;assumption;Covid pandemic require staff working from home and limiting the BOS implementation activities;;;;;
IDN;Indonesia;403;assumption;There is no changes in UN OMT annual work plan and budget;;;;;
IDN;Indonesia;403;assumption;There is no changes risk level of SRA in areas where UN operates;;;;;
IRN;Iran;404;assumption;Admin - Interpretation Services - to encounter difficulties to re-new LTAs due to service providers;;;;;
IRN;Iran;404;assumption;Admin_Asset Management_Commitment of relevant staff to improve the system by the set deadline.;;;;;
IRN;Iran;404;assumption;Admin_Asset Management_Continue residency of the UN agencies in the same common premises.;;;;;
IRN;Iran;404;assumption;Admin_Official Documents_Unified approach and willingness use of UN ID cards by other UN sister agen;;;;;
IRN;Iran;404;assumption;Admin_Reception_Continuation of the presence of the existing UN agencies in the same common building;;;;;
IRN;Iran;404;assumption;"Admin-cleaning services
Having an LTA in place that all UN agencies could utilize the services";;;;;
IRN;Iran;404;assumption;"Admin-cleaning services
UNCP building manager continuously monitor the performance of cleaners and t";;;;;
IRN;Iran;404;assumption;Admin-Onetime training for security guards;;;;;
IRN;Iran;404;assumption;Admin-Security Service- Commitment of responsible staff including DSS to regularly and closely monit;;;;;
IRN;Iran;404;assumption;Admin-transport services-stability in the local market so the potential service providers can provid;;;;;
IRN;Iran;404;assumption;Admin-Travel services-stability in the local market so the potential service providers can participa;;;;;
IRN;Iran;404;assumption;FIN - All agencies will cooperate in establishment of the HACT committee.;;;;;
IRN;Iran;404;assumption;FIN - TAX - Participation of all involved agencies;;;;;
IRN;Iran;404;assumption;FIN - UNDP - CP - UN Agencies in common premises would pay their contributions by end Jan 2021;;;;;
IRN;Iran;404;assumption;FIN - UNODC - CP - UN Agencies in the building would pay their contributions by Feb 2021;;;;;
IRN;Iran;404;assumption;FIN-UNICEF-CP, it is expected that UNICEF receives agency's contribution by end Jan 2021;;;;;
IRN;Iran;404;assumption;HR - Emergency Hospitalization - Readiness of hospitals in current health situation of country;;;;;
IRN;Iran;404;assumption;HR - Medical Services Guidance - Availability of medical services and supplies to address the needs;;;;;
IRN;Iran;404;assumption;HR - Medical Services Guidance - Medical Services in place and able to respond to the needs to avoid;;;;;
IRN;Iran;404;assumption;HR - Physical Distancing - Timely and proper information sharing among UNCT and OMT;;;;;
IRN;Iran;404;assumption;HR - Positive Protocol - Timely knowledge sharing among OMT and HR Group members;;;;;
IRN;Iran;404;assumption;HR - Travel Restrictions - Accurate and timely provision of data/information;;;;;
IRN;Iran;404;assumption;ICT - UNDP Data Center: required physical space available;;;;;
IRN;Iran;404;assumption;ICT - UNDP helpdesk: proper ICT staff (talent) hired;;;;;
IRN;Iran;404;assumption;ICT - UNICEF Help Desk: Proper ICT staff (talent) hired;;;;;
IRN;Iran;404;assumption;ICT - UNICEF helpdesk - Commitment of staff for knowledge sharing in ICT;;;;;
IRN;Iran;404;assumption;ICT - UNODC helpdesk: proper ICT staff (talent) hired;;;;;
IRN;Iran;404;assumption;logistic-custom services: Harmonized approach in custom clearance process among UN agencies with fix;;;;;
IRN;Iran;404;assumption;Procurement- Vendor database- Availability of an online user friendly platform.;;;;;
IRN;Iran;404;assumption;procurement- vendor database- Commitment of responsible staff to accurately update the vendors' info;;;;;
XKX;Kosovo;405;assumption;Full support from agencies, including manpower, partners lists and available LTAs;;;;;
XKX;Kosovo;405;assumption;Full support from UN agencies to establish UN House.;;;;;
LAO;Lao PDR;406;assumption;"1. Human Resource
1.1 Recruitment process - At least seven UN agencies – those participating in the";;;;;
LAO;Lao PDR;406;assumption;"2. Finance
2.1 Banking services and banking charge - The UN agencies continue to benefit from this e";;;;;
LAO;Lao PDR;406;assumption;2.2 Foreign exchange platform - All participating UN agencies start exchange of currency through pri;;;;;
LAO;Lao PDR;406;assumption;2.3 Micro Assessment - HACT agencies can enjoy cost saving from establishing LTA;;;;;
LAO;Lao PDR;406;assumption;"3. Admin
3.1 Vehicle rental - UN agencies utilize LTA as needed, also in case of emergency and as ba";;;;;
LAO;Lao PDR;406;assumption;3.2 Fuel management - the LTA is used by all seven participating UN agencies;;;;;
LAO;Lao PDR;406;assumption;3.3 Travel services - the LTA is used by all seven participating UN agencies for staff travel arrang;;;;;
LAO;Lao PDR;406;assumption;"4. ICT
4.1 Internet connectivity - UN agencies are able to negotiate reduced price for the internet";;;;;
LAO;Lao PDR;406;assumption;"5. Logistic
Harmonized customs clearance - The establishment of the common LTA lowers the 
service f";;;;;
LBR;Liberia;407;assumption;Every OMT WG member had a prior knowledge of BOS concept.;OMT Staff members should show the willingness to acquire additional know how thereby leading to other responsibilities. In this, other BOS related process will be done softly.;;;;
LBR;Liberia;407;assumption;Heads of UN agencies will facilitate knowledge sharing regarding BOS concept.;Business Operations Strategy (BOS) is a new phenomenon and because of this, agencies heads should provide the environment/avenue where staff members afforded the opportunity to acquire the requisite knowledge for the understanding the BOS.;;;;
LBY;Libya;408;assumption;Security situation will remain the same. No deterioration or significant improvement;;;;;
LBY;Libya;408;assumption;SL-ICT-CS: No or lack of radio communications in area in Tripoli.;TESS+ mission has been conducted and the report was shared with SMT for adoption. The report highlighted the current situation, gaps, challenges and recommendations to be followed to maintain a proper radio communications system.;;;;
NAM;Namibia;409;assumption;Banks will be motivated to bid to provide common banking services to all UN Agencies;;;;;
NAM;Namibia;409;assumption;Investment of the required resources;;;;;
NAM;Namibia;409;assumption;The Government is interested in asserting greater ownership through HACT in the medium and long term;;;;;
NAM;Namibia;409;assumption;the long-term agreements allow to negotiate reduced price of goods/services, decreasing the overall;;;;;
NAM;Namibia;409;assumption;The roster is concluded with the best service providers, ensuring buy-in from the UN agencies.;;;;;
NAM;Namibia;409;assumption;The UN Agencies are able to negotiate reduced rates due to the increased volume of the procurement (;;;;;
NAM;Namibia;409;assumption;The UN is able to negotiate to receive HR information from comparators.;;;;;
NAM;Namibia;409;assumption;UN Agencies buy-in to join the common IT helpdesk.;;;;;
PSE;Palestine;410;assumption;(Travel/Accomodation) - COVID-19 situation will get better during 2021;;;;;
PSE;Palestine;410;assumption;All Agencies will participate in the BOS initiative;;;;;
PHL;Philippines;411;assumption;all Ips are shared;;;;;
PHL;Philippines;411;assumption;All potential suppliers regardless of any business opportunity will share their business details.;;;;;
PHL;Philippines;411;assumption;Database is updated and accessible at any time;;;;;
PHL;Philippines;411;assumption;Dedicated person to update the database timely;;;;;
PHL;Philippines;411;assumption;Fair assessments of vendors is done and so award of contract is guided by the results of the assessm;;;;;
PHL;Philippines;411;assumption;Global oil suppliers maintain their share of oil supply  so that there is no shortage of supply lead;;;;;
PHL;Philippines;411;assumption;Individual Agencies share the LTAs with the Task Teams;;;;;
PHL;Philippines;411;assumption;information shared has been approved for this purpose by the head of office;;;;;
PHL;Philippines;411;assumption;The assurance report reflects the facts at the IP site.;;;;;
PHL;Philippines;411;assumption;"The chemicals used are not hazardous; the persons carrying out the exercise know and understand how";;;;;
PHL;Philippines;411;assumption;the facility is not superseded by a better one with a short of installation;;;;;
LKA;Sri Lanka;412;assumption;Active involvement of the RC/UNCT into the negotiations with the relevant Ministry (Ministry of Fina;;;;;
LKA;Sri Lanka;412;assumption;Detailed guidance from ICSC and peer to peer knowledge sharing made available.;;;;;
LKA;Sri Lanka;412;assumption;Established IT Help Desk focuses on infrastructural and hardware support for subscribing agencies.;;;;;
LKA;Sri Lanka;412;assumption;HRWG representatives of respective agencies to rasie awareness among staff members on importance and;;;;;
LKA;Sri Lanka;412;assumption;The roster to be regularly maintained (in coordination with the OMT Secretariat);;;;;
LKA;Sri Lanka;412;assumption;UN agencies commit to implementation of the guidelines provided in the Paperless Transaction Note.;;;;;
LKA;Sri Lanka;412;assumption;UN agencies provide information required for specifications for the development of LTAs and actively;;;;;
TJK;Tajikistan;413;assumption;Agencies maintain the same level of operations;;;;;
TTO;Trinidad and Tobago;414;assumption;Banking: Each agency will be willing and supported to change bank.;;;;;
TTO;Trinidad and Tobago;414;assumption;Banking: The banks will be willing to negotiate the rates;;;;;
TTO;Trinidad and Tobago;414;assumption;Cost of travel remains as projected and not skyrocket as the industry tries to recovery lost income;;;;;
TTO;Trinidad and Tobago;414;assumption;Events: That all the agencies will be consistent in the type and quality of services offered by the;;;;;
TTO;Trinidad and Tobago;414;assumption;In year 1 travelers will remain relatively skeptical of exposure to COVID through inter'l travel.;;;;;
TTO;Trinidad and Tobago;414;assumption;PPE:  That the suppliers would be willing to offer large discounts for the purchase of larger volume;;;;;
TTO;Trinidad and Tobago;414;assumption;That the COVID 19 vaccines will be effected and the virus will be controlled so that face to face in;;;;;
TTO;Trinidad and Tobago;414;assumption;That vendors will appreciate the value of catering towards the differently abled and implement certa;;;;;
TTO;Trinidad and Tobago;414;assumption;The participating agencies will be willing to change  internet service providers if their supplier i;;;;;
TTO;Trinidad and Tobago;414;assumption;Vendors invited to bid will meet the UN environmental standards for equipment.;;;;;
YEM;Yemen;415;assumption;"1. Better contractual mechanisms, based on availability of funds.
2. The existing political situatio";;;;;
YEM;Yemen;415;assumption;All agencies will cooperate and will support this important platform to ensure consistent exchange r;;;;;
YEM;Yemen;415;assumption;OMT and UNCT through RCO will be requested to actively engage with their PWG members and ensure thei;;;;;
YEM;Yemen;415;assumption;Once the Joint Contract is available, Agencies have option of quickly renting the office premise, wa;;;;;
ZMB;Zambia;416;assumption;All UN Agencies will actively participate in the implementation of common services;;;;;
ZMB;Zambia;416;assumption;UN Agencies are able to develop a better relationship with vendors;;;;;
ZMB;Zambia;416;assumption;UN Agencies sign and implement a mutual recognition statement for collaboration;;;;;
KAZ;Kazakhstan;417;assumption;Business continuity plan;;;;;
KAZ;Kazakhstan;417;assumption;Fair distribution of tasks and duties between all operational staff in the agency;;;;;
KAZ;Kazakhstan;417;assumption;Harmonization of rules and polices of UN entities at HQ/global level;;;;;
